Date,Adj Close,Close,High,Low,Open,Volume
02/01/2019,3.378322601,3.405499935,3.461999893,3.251250029,3.266000032,508752000
03/01/2019,3.174213886,3.199749947,3.378999949,3.192250013,3.344749928,705552000
04/01/2019,3.377578735,3.404750109,3.443249941,3.242500067,3.273499966,585620000
07/01/2019,3.556391001,3.585000038,3.62225008,3.410749912,3.462500095,709160000
08/01/2019,3.467852354,3.49574995,3.669500113,3.422499895,3.667249918,786016000
09/01/2019,3.536053419,3.564500093,3.61225009,3.496500015,3.547499895,617260000
10/01/2019,3.601774454,3.630749941,3.639499903,3.483999968,3.545000076,523156000
11/01/2019,3.691056967,3.720750093,3.743750095,3.580250025,3.608249903,874764000
14/01/2019,3.730985403,3.760999918,3.786499977,3.644249916,3.667999983,730168000
15/01/2019,3.716850281,3.746750116,3.83375001,3.728250027,3.79399991,617012000
16/01/2019,3.691305399,3.720999956,3.807499886,3.715500116,3.774250031,470104000
17/01/2019,3.762730837,3.792999983,3.833250046,3.660249949,3.687750101,493436000
18/01/2019,3.891940832,3.92324996,3.949500084,3.79124999,3.843250036,651336000
22/01/2019,3.689568996,3.719249964,3.904500008,3.688750029,3.892750025,661552000
23/01/2019,3.702465773,3.732249975,3.864500046,3.700750113,3.775000095,591020000
24/01/2019,3.914509058,3.946000099,3.963749886,3.812750101,3.817500114,708972000
25/01/2019,3.971798182,4.003749847,4.021999836,3.782500029,3.885999918,1154572000
28/01/2019,3.422714949,3.45024991,3.540999889,3.275000095,3.413749933,2511528000
29/01/2019,3.26374507,3.289999962,3.452500105,3.275249958,3.403749943,1153932000
30/01/2019,3.407339334,3.43475008,3.449249983,3.286499977,3.366750002,974228000
31/01/2019,3.565070629,3.59375,3.629750013,3.409499884,3.431499958,842852000
01/02/2019,3.589374542,3.618249893,3.669749975,3.564500093,3.612499952,625048000
04/02/2019,3.699737072,3.729500055,3.76699996,3.611999989,3.634249926,528592000
05/02/2019,3.71883297,3.748749971,3.785749912,3.707499981,3.741499901,542424000
06/02/2019,3.794475317,3.825000048,3.890000105,3.776750088,3.782249928,702464000
07/02/2019,3.656088114,3.685499907,3.780499935,3.642250061,3.778249979,637120000
08/02/2019,3.674689054,3.704250097,3.714999914,3.603250027,3.617749929,461604000
11/02/2019,3.632032156,3.661250114,3.71449995,3.612499952,3.659749985,495180000
12/02/2019,3.749090433,3.779249907,3.795000076,3.685499907,3.700000048,591060000
13/02/2019,3.791498661,3.822000027,3.895750046,3.795249939,3.809000015,605372000
14/02/2019,3.832420111,3.863250017,3.891750097,3.777499914,3.821000099,827264000
15/02/2019,3.902109146,3.933500051,4.096749783,3.91050005,4.073750019,1516748000
19/02/2019,3.884748697,3.915999889,3.99725008,3.90350008,3.922749996,551892000
20/02/2019,3.93211627,3.963749886,4.031499863,3.934250116,3.945499897,540988000
21/02/2019,3.863172054,3.894249916,4.00124979,3.879499912,3.976500034,448548000
22/02/2019,3.947990179,3.979749918,3.998749971,3.932749987,3.946500063,401740000
25/02/2019,3.935590267,3.967250109,4.131999969,3.958499908,4.06400013,656020000
26/02/2019,3.896157026,3.92750001,4.019000053,3.893749952,3.962500095,488464000
27/02/2019,3.854243994,3.885250092,3.939749956,3.827749968,3.913000107,500256000
28/02/2019,3.829665899,3.85649991,3.897500038,3.834000111,3.875,324944000
01/03/2019,3.884035349,3.911250114,3.953749895,3.84800005,3.906749964,357188000
04/03/2019,3.892228365,3.919500113,3.97300005,3.862499952,3.950000048,409992000
05/03/2019,3.885773182,3.913000107,3.951499939,3.848999977,3.903749943,362924000
06/03/2019,3.774801016,3.801249981,3.912499905,3.798500061,3.904000044,403524000
07/03/2019,3.705536127,3.73149991,3.787250042,3.684999943,3.777499914,450104000
08/03/2019,3.739795923,3.766000032,3.776750088,3.619999886,3.641499996,422416000
11/03/2019,4.000469685,4.02850008,4.051499844,3.742249966,3.789750099,859728000
12/03/2019,4.034728527,4.063000202,4.109749794,3.979749918,4.056499958,579576000
13/03/2019,4.186168194,4.215499878,4.244999886,4.093249798,4.100749969,768900000
14/03/2019,4.110200882,4.138999939,4.236750126,4.131249905,4.224750042,519384000
15/03/2019,4.21571207,4.245250225,4.288249969,4.178999901,4.182499886,661484000
18/03/2019,4.194361687,4.223750114,4.331250191,4.196499825,4.27699995,486992000
19/03/2019,4.362185001,4.392749786,4.4375,4.302000046,4.318999767,854972000
20/03/2019,4.329663277,4.360000134,4.475749969,4.324999809,4.421999931,719148000
21/03/2019,4.566504002,4.598499775,4.625,4.378250122,4.383250237,824312000
22/03/2019,4.40662384,4.4375,4.619999886,4.423500061,4.571000099,747644000
25/03/2019,4.31427002,4.344500065,4.461249828,4.277750015,4.396500111,525212000
26/03/2019,4.390982628,4.421750069,4.543749809,4.364999771,4.487249851,703508000
27/03/2019,4.381798267,4.412499905,4.494249821,4.34250021,4.447500229,474372000
28/03/2019,4.400417328,4.431250095,4.497499943,4.37774992,4.43874979,480264000
29/03/2019,4.457765102,4.488999844,4.513500214,4.447750092,4.49849987,456896000
01/04/2019,4.52529335,4.55700016,4.587500095,4.509250164,4.581500053,483824000
02/04/2019,4.543167114,4.574999809,4.619750023,4.538000107,4.581250191,440920000
03/04/2019,4.682689667,4.715499878,4.775000095,4.619999886,4.625,783504000
04/04/2019,4.673751354,4.706500053,4.749249935,4.643249989,4.699999809,457376000
05/04/2019,4.740534306,4.773749828,4.791250229,4.71325016,4.75,481744000
08/04/2019,4.761388779,4.794750214,4.820000172,4.71875,4.743000031,424192000
09/04/2019,4.698578358,4.731500149,4.772250175,4.68900013,4.761000156,439972000
10/04/2019,4.769084454,4.802499771,4.828499794,4.726250172,4.730750084,444772000
11/04/2019,4.755181313,4.788499832,4.836750031,4.738749981,4.804999828,374600000
12/04/2019,4.717198372,4.750249863,4.831500053,4.741499901,4.827499866,471708000
15/04/2019,4.585370541,4.617499828,4.747499943,4.577499866,4.742499828,440092000
16/04/2019,4.672510147,4.705249786,4.72424984,4.624000072,4.657000065,394964000
17/04/2019,4.649671078,4.682250023,4.761499882,4.659749985,4.740499973,351004000
18/04/2019,4.625092983,4.65749979,4.723249912,4.629499912,4.68900013,380988000
22/04/2019,4.678966045,4.711750031,4.727499962,4.602000237,4.633749962,279936000
23/04/2019,4.733582497,4.766749859,4.798250198,4.715250015,4.724999905,346856000
