Date,Adj Close,Close,High,Low,Open,Volume
02/01/2019,76.95649719,76.95649719,77.66799927,73.04650116,73.26000214,159662000
03/01/2019,75.01399994,75.01399994,76.90000153,74.85549927,76.00050354,139512000
04/01/2019,78.76950073,78.76950073,79.69999695,75.91549683,76.5,183652000
07/01/2019,81.47550201,81.47550201,81.72799683,79.45950317,80.1155014,159864000
08/01/2019,82.82900238,82.82900238,83.83049774,80.83049774,83.23449707,177628000
09/01/2019,82.97100067,82.97100067,83.38999939,82.06999969,82.64900208,126976000
10/01/2019,82.81099701,82.81099701,83.16249847,81.08100128,82.05049896,130154000
11/01/2019,82.02799988,82.02799988,83.01450348,81.81099701,82.02749634,93724000
14/01/2019,80.86049652,80.86049652,82.41000366,79.75749969,80.75,120118000
15/01/2019,83.72799683,83.72799683,83.75800323,81.30049896,81.59999847,119970000
16/01/2019,84.18900299,84.18900299,85.25,83.79399872,84.21099854,127338000
17/01/2019,84.66100311,84.66100311,85.00849915,83.875,84,84178000
18/01/2019,84.80999756,84.80999756,85.80999756,84.57700348,85.59999847,120410000
22/01/2019,81.60849762,81.60849762,84.09349823,80.51000214,84.05000305,128336000
23/01/2019,82.00099945,82.00099945,82.87149811,80.59999847,82.80000305,104504000
24/01/2019,82.74649811,82.74649811,82.86299896,81.58899689,82.05349731,81798000
25/01/2019,83.52850342,83.52850342,84.1740036,83.08049774,83.52500153,98918000
28/01/2019,81.89450073,81.89450073,82.25,80.70449829,82.17949677,96754000
29/01/2019,79.69400024,79.69400024,81.6190033,79.53600311,81.56349945,92656000
30/01/2019,83.52149963,83.52149963,83.84750366,80.98400116,81.15000153,115676000
31/01/2019,85.93650055,85.93650055,86.82050323,83.95400238,84.64250183,218206000
01/02/2019,81.31150055,81.31150055,83.65299988,81.10050201,81.94400024,230124000
04/02/2019,81.66549683,81.66549683,82.48149872,80.67500305,81.15000153,98582000
05/02/2019,82.94049835,82.94049835,83.26300049,82.125,82.16699982,89062000
06/02/2019,82.01300049,82.01300049,83.61299896,81.66699982,83.53749847,78798000
07/02/2019,80.71849823,80.71849823,81.27700043,79.64550018,81.25,92532000
08/02/2019,79.41100311,79.41100311,79.42949677,78.33799744,79.30000305,113150000
11/02/2019,79.55000305,79.55000305,80.46450043,79.30000305,80.0490036,66346000
12/02/2019,81.90049744,81.90049744,81.97000122,79.94400024,80.19999695,97172000
13/02/2019,82,82,82.81900024,81.85549927,82.34999847,71206000
14/02/2019,81.13249969,81.13249969,81.89499664,80.3030014,81.22499847,82410000
15/02/2019,80.39749908,80.39749908,81.44550323,80.22499847,81.39299774,86878000
19/02/2019,81.3789978,81.3789978,81.69999695,80.02799988,80.05000305,73634000
20/02/2019,81.10500336,81.10500336,81.74649811,80.5059967,81.5,66752000
21/02/2019,80.97200012,80.97200012,81.1780014,80.04550171,80.99250031,69668000
22/02/2019,81.57800293,81.57800293,81.74700165,81.0585022,81.17500305,61924000
25/02/2019,81.65000153,81.65000153,82.73000336,81.51950073,82.07250214,63690000
26/02/2019,81.81999969,81.81999969,81.99949646,80.8065033,81.2990036,53316000
27/02/2019,82.05449677,82.05449677,82.09049988,80.75499725,81.40899658,62976000
28/02/2019,81.99150085,81.99150085,82.58850098,81.6914978,81.76249695,60518000
01/03/2019,83.58650208,83.58650208,83.71299744,82.55000305,82.75650024,99498000
04/03/2019,84.8085022,84.8085022,85.47149658,83.71800232,84.25,123348000
05/03/2019,84.62149811,84.62149811,85.38999939,84.45050049,85.14749908,73630000
06/03/2019,83.44750214,83.44750214,84.88749695,83.41400146,84.79850006,79920000
07/03/2019,81.29750061,81.29750061,83.48750305,81.02549744,83.36849976,99140000
08/03/2019,81.04000092,81.04000092,81.13600159,79.32849884,80.20050049,93340000
11/03/2019,83.53099823,83.53099823,83.61450195,81.30049896,81.30599976,77528000
12/03/2019,83.65499878,83.65499878,84.21350098,83.0490036,83.44999695,72290000
13/03/2019,84.54049683,84.54049683,85,83.96749878,84.15000153,71040000
14/03/2019,84.31099701,84.31099701,85.09999847,84.21700287,84.55999756,58932000
15/03/2019,85.61799622,85.61799622,85.94000244,84.65650177,85.15000153,151018000
18/03/2019,87.10749817,87.10749817,87.5,85.63150024,85.63500214,108582000
19/03/2019,88.09249878,88.09249878,89.20800018,87.67549896,87.67549896,127284000
20/03/2019,89.8635025,89.8635025,89.97499847,88.35150146,88.49700165,125312000
21/03/2019,90.96299744,90.96299744,91.1875,89.36399841,89.81300354,115356000
22/03/2019,88.2385025,88.2385025,90.9489975,88.15550232,90.50849915,127260000
25/03/2019,88.71299744,88.71299744,89.13400269,87.375,87.88950348,102076000
26/03/2019,89.18800354,89.18800354,90.28849792,88.66799927,89.65000153,97318000
