Date,Adj Close,Close,High,Low,Open,Volume
02/01/2019,20.67466736,20.67466736,21.00866699,19.92000008,20.40666771,174879000
03/01/2019,20.02400017,20.02400017,20.62666702,19.82533264,20.46666718,104478000
04/01/2019,21.17933273,21.17933273,21.20000076,20.18199921,20.39999962,110911500
07/01/2019,22.3306675,22.3306675,22.44933319,21.18333244,21.44799995,113268000
08/01/2019,22.35666656,22.35666656,22.93400002,21.80133247,22.79733276,105127500
09/01/2019,22.56866646,22.56866646,22.89999962,22.09799957,22.36666679,81493500
10/01/2019,22.99799919,22.99799919,23.02599907,22.11933327,22.29333305,90846000
11/01/2019,23.15066719,23.15066719,23.22733307,22.58466721,22.80599976,75586500
14/01/2019,22.29333305,22.29333305,22.83333206,22.26666641,22.82533264,78709500
15/01/2019,22.96199989,22.96199989,23.25333214,22.29999924,22.33333206,90849000
16/01/2019,23.06999969,23.06999969,23.46666718,22.89999962,22.98533249,70375500
17/01/2019,23.15399933,23.15399933,23.43333244,22.94333267,23.0806675,55150500
18/01/2019,20.15066719,20.15066719,21.80866623,19.98200035,21.53333282,362262000
22/01/2019,19.9279995,19.9279995,20.53333282,19.70000076,20.32133293,181000500
23/01/2019,19.17266655,19.17266655,19.63333321,18.77933311,19.5,187950000
24/01/2019,19.43400002,19.43400002,19.57866669,18.6186676,18.8686676,120183000
25/01/2019,19.80266762,19.80266762,19.90133286,19.30333328,19.62599945,108744000
28/01/2019,19.75866699,19.75866699,19.8306675,19.18333244,19.52733231,96349500
29/01/2019,19.8306675,19.8306675,19.90399933,19.4533329,19.68466759,69325500
30/01/2019,20.58466721,20.58466721,20.60000038,19.89933205,20.03000069,168754500
31/01/2019,20.46800041,20.46800041,20.77066612,19.60000038,20.06666756,188538000
01/02/2019,20.81399918,20.81399918,21.07333374,20.23333359,20.36133385,109251000
04/02/2019,20.85933304,20.85933304,21.02000046,20.12533379,20.86533356,110281500
05/02/2019,21.42333221,21.42333221,21.49600029,20.81666756,20.8326664,101142000
06/02/2019,21.14800072,21.14800072,21.61599922,21.04133224,21.30599976,75577500
07/02/2019,20.50066757,20.50066757,20.97999954,20.20000076,20.88666725,97809000
08/02/2019,20.38666725,20.38666725,20.49666786,19.89999962,20.45533371,87663000
11/02/2019,20.8560009,20.8560009,21.23999977,20.70000076,20.7733326,106945500
12/02/2019,20.78733253,20.78733253,21.21266747,20.64133263,21.07999992,82764000
13/02/2019,20.54466629,20.54466629,20.85000038,20.37133217,20.82333374,77124000
