,Date,Adj Close,Close,High,Low,Open,Volume,MA50,MA200,Previous day closing price,Change in price,Percent change in price,Previous day volume,Change in volue,Percent change in volume
0,02/01/2019,3.378322601,3.405499935,3.461999893,3.251250029,3.266000032,508752000,,,,,,,,
1,03/01/2019,3.174213886,3.199749947,3.378999949,3.192250013,3.344749928,705552000,,,3.405499935,-0.205749988,-0.06041697017386671,508752000.0,196800000.0,0.38682894612699315
2,04/01/2019,3.377578735,3.404750109,3.443249941,3.242500067,3.273499966,585620000,,,3.199749947,0.20500016200000015,0.06406755696400679,705552000.0,-119932000.0,-0.1699832188130712
3,07/01/2019,3.556391001,3.585000038,3.62225008,3.410749912,3.462500095,709160000,,,3.404750109,0.18024992899999992,0.05294072199998867,585620000.0,123540000.0,0.2109559099757521
4,08/01/2019,3.467852354,3.49574995,3.669500113,3.422499895,3.667249918,786016000,,,3.585000038,-0.089250088,-0.02489542177237769,709160000.0,76856000.0,0.10837610694342592
5,09/01/2019,3.536053419,3.564500093,3.61225009,3.496500015,3.547499895,617260000,,,3.49574995,0.06875014299999993,0.019666779370189236,786016000.0,-168756000.0,-0.21469791963522367
6,10/01/2019,3.601774454,3.630749941,3.639499903,3.483999968,3.545000076,523156000,,,3.564500093,0.066249848,0.018586013822836422,617260000.0,-94104000.0,-0.15245439523053494
7,11/01/2019,3.691056967,3.720750093,3.743750095,3.580250025,3.608249903,874764000,,,3.630749941,0.090000152,0.024788309154447408,523156000.0,351608000.0,0.6720901604875027
8,14/01/2019,3.730985403,3.760999918,3.786499977,3.644249916,3.667999983,730168000,,,3.720750093,0.04024982500000007,0.010817664178984776,874764000.0,-144596000.0,-0.1652971544325098
9,15/01/2019,3.716850281,3.746750116,3.83375001,3.728250027,3.79399991,617012000,,,3.760999918,-0.014249802000000145,-0.0037888333716257216,730168000.0,-113156000.0,-0.15497255426148504
10,16/01/2019,3.691305399,3.720999956,3.807499886,3.715500116,3.774250031,470104000,,,3.746750116,-0.025750159999999855,-0.0068726654307788015,617012000.0,-146908000.0,-0.23809585551010348
11,17/01/2019,3.762730837,3.792999983,3.833250046,3.660249949,3.687750101,493436000,,,3.720999956,0.07200002700000008,0.019349644679221845,470104000.0,23332000.0,0.0496315708864421
12,18/01/2019,3.891940832,3.92324996,3.949500084,3.79124999,3.843250036,651336000,,,3.792999983,0.13024997700000007,0.03433956698754881,493436000.0,157900000.0,0.3200009727705315
13,22/01/2019,3.689568996,3.719249964,3.904500008,3.688750029,3.892750025,661552000,,,3.92324996,-0.2039999960000003,-0.05199770549414606,651336000.0,10216000.0,0.015684685016642774
14,23/01/2019,3.702465773,3.732249975,3.864500046,3.700750113,3.775000095,591020000,,,3.719249964,0.013000011000000367,0.003495331350630515,661552000.0,-70532000.0,-0.10661595762691367
15,24/01/2019,3.914509058,3.946000099,3.963749886,3.812750101,3.817500114,708972000,,,3.732249975,0.2137501239999997,0.057271116734350036,591020000.0,117952000.0,0.19957361849006805
16,25/01/2019,3.971798182,4.003749847,4.021999836,3.782500029,3.885999918,1154572000,,,3.946000099,0.05774974799999999,0.014635009262831788,708972000.0,445600000.0,0.6285156536506378
17,28/01/2019,3.422714949,3.45024991,3.540999889,3.275000095,3.413749933,2511528000,,,4.003749847,-0.5534999369999998,-0.13824538448992663,1154572000.0,1356956000.0,1.1752891980751308
18,29/01/2019,3.26374507,3.289999962,3.452500105,3.275249958,3.403749943,1153932000,,,3.45024991,-0.16024994800000014,-0.046445895856859876,2511528000.0,-1357596000.0,-0.5405458350454384
19,30/01/2019,3.407339334,3.43475008,3.449249983,3.286499977,3.366750002,974228000,,,3.289999962,0.14475011800000015,0.043996996860755644,1153932000.0,-179704000.0,-0.15573188021477868
20,31/01/2019,3.565070629,3.59375,3.629750013,3.409499884,3.431499958,842852000,,,3.43475008,0.15899991999999985,0.046291554347965835,974228000.0,-131376000.0,-0.1348513900236905
21,01/02/2019,3.589374542,3.618249893,3.669749975,3.564500093,3.612499952,625048000,,,3.59375,0.024499893000000217,0.0068173615304347734,842852000.0,-217804000.0,-0.2584131021816404
22,04/02/2019,3.699737072,3.729500055,3.76699996,3.611999989,3.634249926,528592000,,,3.618249893,0.11125016199999971,0.030746953717936565,625048000.0,-96456000.0,-0.15431774839692314
23,05/02/2019,3.71883297,3.748749971,3.785749912,3.707499981,3.741499901,542424000,,,3.729500055,0.019249916000000145,0.0051615272063589845,528592000.0,13832000.0,0.026167630232769357
24,06/02/2019,3.794475317,3.825000048,3.890000105,3.776750088,3.782249928,702464000,,,3.748749971,0.07625007700000008,0.020340134068653315,542424000.0,160040000.0,0.295045941919974
25,07/02/2019,3.656088114,3.685499907,3.780499935,3.642250061,3.778249979,637120000,,,3.825000048,-0.13950014100000008,-0.036470624640368654,702464000.0,-65344000.0,-0.09302113702623904
26,08/02/2019,3.674689054,3.704250097,3.714999914,3.603250027,3.617749929,461604000,,,3.685499907,0.01875019,0.005087556769269419,637120000.0,-175516000.0,-0.27548342541436466
27,11/02/2019,3.632032156,3.661250114,3.71449995,3.612499952,3.659749985,495180000,,,3.704250097,-0.042999983000000075,-0.01160828288425364,461604000.0,33576000.0,0.07273767125068242
28,12/02/2019,3.749090433,3.779249907,3.795000076,3.685499907,3.700000048,591060000,,,3.661250114,0.11799979300000007,0.0322293722979452,495180000.0,95880000.0,0.19362656003877388
29,13/02/2019,3.791498661,3.822000027,3.895750046,3.795249939,3.809000015,605372000,,,3.779249907,0.04275012,0.011311800238670955,591060000.0,14312000.0,0.02421412377761989
30,14/02/2019,3.832420111,3.863250017,3.891750097,3.777499914,3.821000099,827264000,,,3.822000027,0.04124998999999985,0.010792775957246148,605372000.0,221892000.0,0.366538260771889
31,15/02/2019,3.902109146,3.933500051,4.096749783,3.91050005,4.073750019,1516748000,,,3.863250017,0.0702500340000003,0.018184180079173995,827264000.0,689484000.0,0.8334509902522049
32,19/02/2019,3.884748697,3.915999889,3.99725008,3.90350008,3.922749996,551892000,,,3.933500051,-0.017500162000000152,-0.004449005153959851,1516748000.0,-964856000.0,-0.6361346776128929
33,20/02/2019,3.93211627,3.963749886,4.031499863,3.934250116,3.945499897,540988000,,,3.915999889,0.04774999699999993,0.012193564441645988,551892000.0,-10904000.0,-0.01975748878403749
34,21/02/2019,3.863172054,3.894249916,4.00124979,3.879499912,3.976500034,448548000,,,3.963749886,-0.06949996999999986,-0.017533893913305287,540988000.0,-92440000.0,-0.17087255170170135
35,22/02/2019,3.947990179,3.979749918,3.998749971,3.932749987,3.946500063,401740000,,,3.894249916,0.08550000199999985,0.021955448120756893,448548000.0,-46808000.0,-0.10435449494814375
36,25/02/2019,3.935590267,3.967250109,4.131999969,3.958499908,4.06400013,656020000,,,3.979749918,-0.012499808999999917,-0.0031408528821030846,401740000.0,254280000.0,0.6329466819335889
37,26/02/2019,3.896157026,3.92750001,4.019000053,3.893749952,3.962500095,488464000,,,3.967250109,-0.03975009899999993,-0.010019559621366914,656020000.0,-167556000.0,-0.2554129447272949
38,27/02/2019,3.854243994,3.885250092,3.939749956,3.827749968,3.913000107,500256000,,,3.92750001,-0.042249918,-0.01075745840672826,488464000.0,11792000.0,0.024140980706868875
39,28/02/2019,3.829665899,3.85649991,3.897500038,3.834000111,3.875,324944000,,,3.885250092,-0.028750182000000013,-0.00739982789246918,500256000.0,-175312000.0,-0.350444572378942
