,Date,Adj Close,Close,High,Low,Open,Volume,MA50,MA200,Previous day closing price,Change in price,Percent change in price,Previous day volume,Change in volue,Percent change in volume
0,02/01/2019,95.50132751,101.1200027,101.75,98.94000244,99.55000305,35329300,,,,,,,,
1,03/01/2019,91.98802948,97.40000153,100.1900024,97.19999695,100.0999985,42579100,,,101.1200027,-3.7200011700000033,-0.03678798527168159,35329300.0,7249800.0,0.2052064433770271
2,04/01/2019,96.26631927,101.9300003,102.5100021,98.93000031,99.72000122,44060600,,,97.40000153,4.529998770000006,0.04650922688748338,42579100.0,1481500.0,0.03479406563313936
3,07/01/2019,96.38908386,102.0599976,103.2699966,100.9800034,101.6399994,35656100,,,101.9300003,0.12999729999999943,0.001275358575663521,44060600.0,-8404500.0,-0.19074865072196023
4,08/01/2019,97.08798981,102.8000031,103.9700012,101.7099991,103.0400009,31514400,,,102.0599976,0.7400054999999952,0.007250690940639348,35656100.0,-4141700.0,-0.11615684272817273
5,09/01/2019,98.47628021,104.2699966,104.8799973,103.2399979,103.8600006,32280800,,,102.8000031,1.469993500000001,0.014299547234157606,31514400.0,766400.0,0.024319041454065493
6,10/01/2019,97.84354401,103.5999985,103.75,102.3799973,103.2200012,30067600,,,104.2699966,-0.6699981000000008,-0.006425607766827102,32280800.0,-2213200.0,-0.06856087829297908
7,11/01/2019,97.08798981,102.8000031,103.4400024,101.6399994,103.1900024,28314200,,,103.5999985,-0.7999954000000002,-0.007721963432267831,30067600.0,-1753400.0,-0.058315262940839996
8,14/01/2019,96.37966156,102.0500031,102.8700027,101.2600021,101.9000015,28437100,,,102.8000031,-0.75,-0.007295719624350827,28314200.0,122900.0,0.0043405782257666115
9,15/01/2019,99.17516327,105.0100021,105.0500031,101.8799973,102.5100021,31587600,,,102.0500031,2.9599989999999963,0.02900537883472154,28437100.0,3150500.0,0.11078837152874232
10,16/01/2019,99.5246048,105.3799973,106.2600021,104.9599991,105.2600021,29853900,,,105.0100021,0.3699952000000053,0.003523428174467158,31587600.0,-1733700.0,-0.05488546138358086
11,17/01/2019,100.2235107,106.1200027,106.6299973,104.7600021,105.0,28393000,,,105.3799973,0.7400054000000011,0.007022256775100599,29853900.0,-1460900.0,-0.04893498001936092
12,18/01/2019,101.7251587,107.7099991,107.9000015,105.9100037,107.4599991,37427600,,,106.1200027,1.589996400000004,0.014983003765038472,28393000.0,9034600.0,0.31819814743070474
13,22/01/2019,99.80794525,105.6800003,107.0999985,104.8600006,106.75,32371300,,,107.7099991,-2.0299988000000013,-0.018846892739413312,37427600.0,-5056300.0,-0.13509549102801144
14,23/01/2019,100.7807312,106.7099991,107.0400009,105.3399963,106.1200027,25874300,,,105.6800003,1.0299988000000013,0.00974639285651091,32371300.0,-6497000.0,-0.20070247410514874
15,24/01/2019,100.2990494,106.1999969,107.0,105.3399963,106.8600006,23164800,,,106.7099991,-0.5100022000000024,-0.0047793290628938,25874300.0,-2709500.0,-0.10471780879096249
16,25/01/2019,101.2151718,107.1699982,107.8799973,106.1999969,107.2399979,31225600,,,106.1999969,0.9700012999999927,0.009133722488837481,23164800.0,8060800.0,0.34797623981212866
17,28/01/2019,99.24128723,105.0800018,106.4800034,104.6600037,106.2600021,29476700,,,107.1699982,-2.0899963999999898,-0.01950169296541049,31225600.0,-1748900.0,-0.056008531461365085
18,29/01/2019,97.22019958,102.9400024,104.9700012,102.1699982,104.8799973,31490500,,,105.0800018,-2.1399994000000078,-0.02036542979960254,29476700.0,2013800.0,0.06831836670997782
19,30/01/2019,100.4690552,106.3799973,106.3799973,104.3300018,104.6200027,49471900,,,102.9400024,3.439994900000002,0.03341747444917487,31490500.0,17981400.0,0.5710103046950668
20,31/01/2019,98.627388,104.4300003,105.2200012,103.1800003,103.8000031,55636400,,,106.3799973,-1.9499969999999962,-0.018330485518822215,49471900.0,6164500.0,0.12460608951748364
21,01/02/2019,97.06908417,102.7799988,104.0999985,102.3499985,103.7799988,35535700,,,104.4300003,-1.650001500000002,-0.015800071773053537,55636400.0,-20100700.0,-0.36128685536806837
22,04/02/2019,99.86461639,105.7399979,105.8000031,102.7699966,102.8700027,31315100,,,102.7799988,2.9599991000000045,0.028799368890438215,35535700.0,-4220600.0,-0.11877070101334719
23,05/02/2019,101.2623825,107.2200012,107.2699966,105.9599991,106.0599976,27325400,,,105.7399979,1.4800032999999928,0.013996626909333454,31315100.0,-3989700.0,-0.12740498992498828
24,06/02/2019,100.1384888,106.0299988,107.0,105.5299988,107.0,20609800,,,107.2200012,-1.1900023999999974,-0.011098697879887709,27325400.0,-6715600.0,-0.24576401443345752
25,07/02/2019,99.4207077,105.2699966,105.5899963,104.2900009,105.1900024,29760700,,,106.0299988,-0.7600022000000024,-0.007167803532975303,20609800.0,9150900.0,0.4440072198662772
26,08/02/2019,99.79850006,105.6699982,105.7799988,104.2600021,104.3899994,21461100,,,105.2699966,0.40000159999999596,0.00379976833779061,29760700.0,-8299600.0,-0.2788778489753265
27,11/02/2019,99.40184021,105.25,106.5800018,104.9700012,106.1999969,18914100,,,105.6699982,-0.4199981999999949,-0.003974621057578398,21461100.0,-2547000.0,-0.11867984399681286
28,12/02/2019,100.9507217,106.8899994,107.1399994,105.4800034,106.1399994,25056600,,,105.25,1.6399993999999936,0.015581942042755204,18914100.0,6142500.0,0.32475772043078965
