,Date,Adj Close,Close,High,Low,Open,Volume,MA50,MA200,Previous day closing price,Change in price,Percent change in price,Previous day volume,Change in volue,Percent change in volume
0,02/01/2019,20.67466736,20.67466736,21.00866699,19.92000008,20.40666771,174879000,,,,,,,,
1,03/01/2019,20.02400017,20.02400017,20.62666702,19.82533264,20.46666718,104478000,,,20.67466736,-0.6506671900000001,-0.031471712636057636,174879000.0,-70401000.0,-0.4025697768171136
2,04/01/2019,21.17933273,21.17933273,21.20000076,20.18199921,20.39999962,110911500,,,20.02400017,1.155332559999998,0.05769739064080315,104478000.0,6433500.0,0.06157755699764533
3,07/01/2019,22.3306675,22.3306675,22.44933319,21.18333244,21.44799995,113268000,,,21.17933273,1.1513347700000018,0.05436123907573176,110911500.0,2356500.0,0.02124666964201194
4,08/01/2019,22.35666656,22.35666656,22.93400002,21.80133247,22.79733276,105127500,,,22.3306675,0.025999060000000185,0.0011642759895107435,113268000.0,-8140500.0,-0.07186937175548258
5,09/01/2019,22.56866646,22.56866646,22.89999962,22.09799957,22.36666679,81493500,,,22.35666656,0.21199989999999858,0.009482625660271804,105127500.0,-23634000.0,-0.22481272740243985
6,10/01/2019,22.99799919,22.99799919,23.02599907,22.11933327,22.29333305,90846000,,,22.56866646,0.42933273000000227,0.01902339824822774,81493500.0,9352500.0,0.11476375416444262
7,11/01/2019,23.15066719,23.15066719,23.22733307,22.58466721,22.80599976,75586500,,,22.99799919,0.15266799999999847,0.0066383166091414925,90846000.0,-15259500.0,-0.16797107192391525
8,14/01/2019,22.29333305,22.29333305,22.83333206,22.26666641,22.82533264,78709500,,,23.15066719,-0.857334139999999,-0.037032804841595546,75586500.0,3123000.0,0.04131690182770731
9,15/01/2019,22.96199989,22.96199989,23.25333214,22.29999924,22.33333206,90849000,,,22.29333305,0.6686668400000002,0.029994027295079606,78709500.0,12139500.0,0.1542317001124387
10,16/01/2019,23.06999969,23.06999969,23.46666718,22.89999962,22.98533249,70375500,,,22.96199989,0.1079997999999982,0.004703414359261915,90849000.0,-20473500.0,-0.22535746128190737
11,17/01/2019,23.15399933,23.15399933,23.43333244,22.94333267,23.0806675,55150500,,,23.06999969,0.08399964000000182,0.0036410767719434745,70375500.0,-15225000.0,-0.21633949314747325
12,18/01/2019,20.15066719,20.15066719,21.80866623,19.98200035,21.53333282,362262000,,,23.15399933,-3.0033321400000013,-0.12971116122080328,55150500.0,307111500.0,5.568607718878342
13,22/01/2019,19.9279995,19.9279995,20.53333282,19.70000076,20.32133293,181000500,,,20.15066719,-0.22266769000000153,-0.01105013982417924,362262000.0,-181261500.0,-0.5003602365139044
14,23/01/2019,19.17266655,19.17266655,19.63333321,18.77933311,19.5,187950000,,,19.9279995,-0.7553329499999997,-0.037903099606159674,181000500.0,6949500.0,0.038394921560990225
15,24/01/2019,19.43400002,19.43400002,19.57866669,18.6186676,18.8686676,120183000,,,19.17266655,0.2613334700000003,0.01363052287580735,187950000.0,-67767000.0,-0.3605586592178771
